SnapshotID,HospitalID,DeptID,SnapshotDate,BedOccupancyRate,EquipmentUtilizationRate,StaffUtilizationRate,ERWaitTimeMinutes
2181,8,60,2023-01-17,0.76,0.58,0.32,27
2182,2,11,2023-06-23,0.51,0.15,0.71,1
2183,8,61,2020-04-11,0.75,0.6,0.61,103
2184,6,45,2025-10-30,0.48,0.64,0.37,64
2185,3,23,2021-11-22,0.55,0.37,0.66,21
2186,5,35,2024-12-17,0.3,0.58,0.42,0
2187,2,12,2020-11-15,0.7,0.87,0.7,41
2188,6,48,2021-09-28,0.26,0.25,0.79,1
2189,6,47,2020-09-07,0.37,0.89,0.34,20
2190,3,17,2025-02-24,0.28,0.74,0.63,10
2191,9,70,2025-01-12,0.37,0.59,0.52,60
2192,10,79,2021-05-14,0.9,0.19,0.32,26
2193,2,14,2025-03-21,0.65,0.45,0.35,34
2194,9,70,2021-07-26,0.99,0.33,0.86,18
2195,4,27,2021-06-04,0.21,0.3,0.78,1
2196,3,19,2024-01-01,0.79,0.76,0.31,27
2197,8,63,2024-04-20,0.95,0.5,0.34,8
2198,3,24,2025-09-27,0.9,0.11,0.58,25
2199,6,48,2022-08-28,0.37,0.38,0.66,1
2200,7,49,2024-02-03,0.68,0.31,0.42,22
2201,1,3,2022-03-22,0.59,0.77,0.92,39
2202,2,10,2025-06-05,0.89,0.14,0.89,26
2203,8,64,2020-04-08,0.89,0.42,0.49,37
2204,6,48,2022-12-10,0.4,0.25,0.31,80
2205,7,53,2024-09-15,0.37,0.53,0.36,5
2206,3,18,2025-07-26,0.34,0.27,0.73,14
2207,3,23,2020-04-14,0.88,0.36,0.67,14
2208,6,45,2023-01-29,0.68,0.53,0.67,86
2209,5,37,2022-04-24,0.7,0.62,0.84,43
2210,8,61,2025-03-26,0.74,0.7,0.56,4
2211,6,41,2022-07-30,0.38,0.61,0.9,14
2212,2,11,2025-02-15,0.33,0.56,0.37,15
2213,6,45,2021-07-20,0.86,0.55,0.35,39
2214,9,65,2025-08-18,0.56,0.43,0.31,28
2215,6,42,2021-09-20,0.94,0.49,0.43,37
2216,8,61,2024-08-31,0.29,0.21,0.89,7
2217,6,43,2020-12-27,0.66,0.17,0.37,0
2218,7,49,2023-01-17,0.94,0.23,0.57,9
2219,3,23,2020-07-27,0.47,0.44,0.59,9
2220,1,2,2020-07-11,0.5,0.74,0.61,4
2221,9,68,2020-11-22,0.81,0.55,0.39,23
2222,3,18,2022-02-21,0.82,0.28,0.64,28
2223,9,70,2023-08-16,0.39,0.69,0.56,22
2224,3,24,2020-03-20,0.63,0.32,0.72,69
2225,5,34,2023-06-23,0.88,0.88,0.57,32
2226,7,55,2020-08-16,0.71,0.36,0.72,24
2227,4,27,2022-09-08,0.94,0.45,0.71,11
2228,8,58,2025-02-07,0.65,0.66,0.82,2
2229,5,39,2024-07-24,0.9,0.92,0.86,60
2230,6,47,2023-10-27,0.23,0.68,0.68,1
2231,10,77,2024-04-26,0.22,0.82,0.66,30
2232,5,34,2025-02-10,0.68,0.28,0.36,0
2233,3,21,2020-11-29,0.74,0.74,0.58,10
2234,7,55,2021-06-01,0.5,0.84,0.66,17
2235,3,17,2020-11-30,0.42,0.47,0.85,99
2236,7,54,2025-05-03,0.3,0.84,0.6,43
2237,1,1,2025-03-02,0.33,0.6,0.83,1
2238,5,40,2024-07-22,0.95,0.31,0.65,44
2239,9,68,2023-01-04,0.79,0.22,0.63,41
2240,6,41,2021-11-02,0.57,0.92,0.72,66
2241,1,3,2023-10-14,0.61,0.71,0.39,13
2242,2,9,2023-11-13,0.62,0.86,0.64,21
2243,1,3,2024-01-16,0.77,0.36,0.48,13
2244,7,50,2020-01-20,0.92,0.3,0.83,74
2245,2,11,2020-01-05,0.7,0.38,0.62,8
2246,4,29,2022-05-18,0.67,0.54,0.68,10
2247,1,2,2023-12-08,0.67,0.79,0.64,4
2248,3,24,2023-10-20,0.5,0.85,0.77,47
2249,1,5,2023-01-20,0.49,0.69,0.72,5
2250,6,42,2021-02-05,0.72,0.81,0.53,4
2251,8,62,2021-10-31,0.48,0.24,0.33,11
2252,5,40,2022-02-01,0.77,0.68,0.65,29
2253,1,7,2021-10-04,0.35,0.81,0.63,63
2254,7,49,2022-04-13,0.83,0.27,0.43,64
2255,5,39,2023-12-06,0.36,0.11,0.34,15
2256,7,52,2023-02-19,0.97,0.76,0.4,0
2257,4,27,2022-04-26,0.64,0.2,0.65,6
2258,3,18,2020-10-06,0.36,0.94,0.71,22
2259,9,72,2021-08-17,0.42,0.52,0.44,62
2260,7,51,2025-01-12,0.8,0.3,0.88,17
2261,2,14,2024-08-24,0.79,0.48,0.88,206
2262,1,5,2024-12-24,0.94,0.92,0.83,2
2263,3,23,2021-01-20,0.24,0.17,0.46,2
2264,1,1,2024-12-20,0.43,0.53,0.91,64
2265,5,39,2021-12-02,0.89,0.59,0.84,16
2266,10,76,2020-02-20,0.75,0.35,0.44,9
2267,10,75,2022-12-22,0.33,0.16,0.88,23
2268,8,60,2020-04-18,0.98,0.85,0.46,56
2269,8,63,2024-03-13,0.67,0.32,0.53,3
2270,4,31,2020-02-29,0.33,0.75,0.31,3
2271,4,27,2021-10-03,0.46,0.31,0.88,5
2272,5,38,2020-11-02,0.36,0.66,0.4,24
2273,10,78,2025-08-27,0.36,0.65,0.53,5
2274,6,43,2024-03-16,0.75,0.24,0.95,49
2275,6,44,2020-09-26,0.96,0.59,0.55,38
2276,9,70,2020-10-14,0.6,0.7,0.87,16
2277,4,28,2020-08-26,0.75,0.14,0.92,1
2278,6,41,2025-06-14,0.63,0.59,0.75,7
2279,8,59,2022-12-02,0.24,0.23,0.88,37
2280,6,45,2025-01-19,0.51,0.66,0.93,41
2281,5,35,2024-07-13,0.62,0.25,0.41,29
2282,8,61,2022-01-22,0.27,0.26,0.53,71
2283,10,77,2020-07-20,0.52,0.63,0.88,1
2284,5,35,2020-11-12,0.98,0.94,0.38,32
2285,6,41,2022-01-03,0.28,0.55,0.42,55
2286,5,36,2022-08-01,0.6,0.59,0.53,47
2287,5,39,2025-02-14,0.52,0.24,0.74,3
2288,5,34,2025-02-21,0.6,0.33,0.78,0
2289,5,35,2021-07-06,0.39,0.95,0.87,58
2290,3,18,2025-03-06,0.77,0.8,0.78,53
2291,9,72,2025-08-27,0.98,0.54,0.39,66
2292,2,9,2024-02-29,0.54,0.78,0.94,19
2293,9,68,2025-08-30,0.8,0.49,0.73,12
2294,7,54,2021-04-25,0.74,0.33,0.47,8
2295,8,58,2023-12-25,0.36,0.5,0.64,17
2296,5,36,2024-05-02,0.84,0.13,0.46,34
2297,2,15,2020-12-24,0.31,0.87,0.94,21
2298,10,80,2021-10-21,0.61,0.33,0.92,31
2299,5,33,2021-10-25,0.79,0.91,0.61,92
2300,1,8,2022-09-18,0.53,0.28,0.94,17
2301,10,74,2024-07-20,0.69,0.19,0.48,19
2302,3,21,2023-01-14,0.59,0.74,0.65,56
2303,7,56,2021-12-10,0.83,0.86,0.94,4
2304,8,61,2023-01-07,0.74,0.15,0.41,4
2305,3,21,2024-08-05,0.94,0.9,0.89,1
2306,3,17,2020-10-15,0.97,0.9,0.87,35
2307,7,52,2021-04-07,0.51,0.25,0.45,5
2308,1,2,2023-01-04,0.79,0.38,0.9,5
2309,10,73,2021-01-07,0.91,0.34,0.62,33
2310,10,80,2024-08-12,0.69,0.26,0.91,3
2311,1,4,2020-12-07,0.74,0.35,0.7,18
2312,10,74,2020-11-28,0.36,0.16,0.56,57
2313,6,42,2023-09-19,0.45,0.61,0.92,85
2314,3,23,2022-07-01,0.21,0.86,0.84,26
2315,8,60,2020-05-09,0.59,0.13,0.92,117
2316,5,34,2023-03-03,0.28,0.54,0.31,36
2317,7,50,2024-07-18,0.44,0.66,0.66,4
2318,8,57,2024-05-21,0.24,0.2,0.81,12
2319,2,9,2021-11-03,0.76,0.47,0.3,10
2320,5,33,2024-12-14,0.34,0.72,0.6,110
2321,10,76,2022-05-25,0.42,0.39,0.47,28
2322,9,65,2024-05-28,0.69,0.53,0.44,2
2323,4,32,2021-03-25,0.54,0.74,0.31,41
2324,10,78,2020-05-28,0.72,0.72,0.75,55
2325,10,74,2024-06-20,0.27,0.35,0.56,14
2326,1,2,2024-03-05,0.78,0.26,0.58,43
2327,4,27,2023-12-04,0.22,0.45,0.33,1
2328,1,3,2021-05-18,0.97,0.4,0.89,19
2329,9,65,2023-04-19,0.52,0.69,0.39,15
2330,7,49,2023-06-30,0.67,0.83,0.92,6
2331,6,43,2024-11-10,0.31,0.79,0.78,26
2332,2,12,2021-01-11,0.31,0.51,0.51,88
2333,9,65,2021-03-31,0.5,0.1,0.85,11
2334,5,34,2023-08-20,0.34,0.93,0.55,14
2335,6,42,2023-03-30,0.81,0.72,0.6,9
2336,9,66,2023-01-22,0.56,0.81,0.36,20
2337,7,56,2025-04-24,0.26,0.46,0.76,6
2338,4,31,2022-06-16,0.85,0.89,0.63,16
2339,5,36,2023-11-27,0.88,0.55,0.92,58
2340,2,12,2020-03-29,0.45,0.55,0.46,88
2341,9,68,2025-05-14,0.57,0.75,0.6,54
2342,9,72,2023-09-02,0.84,0.64,0.42,86
2343,4,25,2022-11-26,0.63,0.54,0.71,4
2344,1,6,2024-05-26,0.94,0.63,0.67,12
2345,5,34,2022-06-10,0.55,0.69,0.51,11
2346,2,10,2021-11-10,0.35,0.64,0.81,15
2347,8,58,2021-06-29,0.88,0.43,0.63,37
2348,8,60,2023-10-08,0.72,0.19,0.86,28
2349,8,63,2020-05-01,0.88,0.93,0.32,17
2350,8,62,2021-07-16,0.98,0.58,0.58,60
2351,9,66,2023-04-20,0.93,0.64,0.49,28
2352,10,80,2020-10-15,0.83,0.89,0.39,4
2353,2,9,2021-07-13,0.37,0.63,0.56,14
2354,8,63,2023-05-26,0.6,0.57,0.49,39
2355,1,3,2023-11-27,0.41,0.28,0.37,27
2356,5,38,2020-06-27,0.74,0.2,0.52,6
2357,10,74,2020-07-17,0.76,0.49,0.64,15
2358,5,33,2023-02-16,0.66,0.71,0.36,82
2359,1,7,2020-08-04,0.91,0.61,0.42,10
2360,3,20,2025-09-09,0.88,0.38,0.34,76
2361,9,71,2021-05-05,0.9,0.46,0.46,43
2362,2,10,2020-04-26,0.37,0.25,0.54,3
2363,7,54,2020-04-18,0.78,0.85,0.84,47
2364,9,65,2020-04-25,0.41,0.86,0.55,7
2365,2,15,2025-03-12,0.3,0.79,0.67,126
2366,5,38,2025-10-02,0.66,0.43,0.4,3
2367,8,60,2021-03-17,0.26,0.35,0.66,37
2368,8,59,2022-03-30,0.71,0.28,0.9,9
2369,8,63,2020-06-28,0.9,0.25,0.85,26
2370,4,31,2021-10-26,0.94,0.53,0.86,118
2371,7,54,2020-01-30,0.28,0.24,0.39,62
2372,7,55,2021-10-20,0.5,0.24,0.37,26
2373,5,33,2023-07-01,0.46,0.59,0.74,31
2374,4,30,2023-10-15,0.73,0.5,0.93,13
2375,1,1,2025-04-03,0.52,0.92,0.54,12
2376,1,1,2022-03-05,0.61,0.75,0.47,90
2377,3,23,2022-06-29,0.63,0.84,0.71,17
2378,10,80,2025-01-29,0.88,0.91,0.89,1
2379,9,70,2022-04-15,0.4,0.37,0.3,135
2380,8,57,2023-05-27,0.63,0.23,0.66,9
2381,7,53,2020-05-18,0.84,0.87,0.58,5
2382,5,35,2021-11-27,0.63,0.37,0.81,9
2383,3,21,2024-04-04,0.98,0.31,0.5,8
2384,10,74,2020-05-04,0.79,0.24,0.73,34
2385,5,40,2023-09-23,0.58,0.59,0.41,16
2386,3,19,2020-11-21,0.58,0.49,0.61,17
2387,7,51,2024-08-16,0.95,0.93,0.84,7
2388,9,72,2023-12-31,0.6,0.93,0.44,4
2389,8,59,2020-08-30,0.43,0.64,0.47,20
2390,6,46,2020-09-21,0.64,0.8,0.73,18
2391,9,70,2022-06-15,0.52,0.14,0.8,11
2392,9,67,2023-07-01,0.25,0.77,0.64,29
2393,8,57,2021-11-28,0.56,0.1,0.62,66
2394,8,63,2020-02-02,0.97,0.19,0.95,11
2395,6,48,2020-08-05,0.38,0.25,0.62,29
2396,6,42,2025-10-22,0.75,0.38,0.43,36
2397,10,76,2022-06-09,0.39,0.63,0.45,80
2398,2,16,2023-04-04,0.86,0.31,0.58,15
2399,3,20,2023-06-08,0.28,0.12,0.58,23
2400,6,43,2025-08-29,0.84,0.22,0.58,9
2401,7,49,2021-05-31,0.53,0.35,0.31,20
2402,10,73,2025-01-14,0.74,0.93,0.88,38
2403,3,18,2024-12-29,0.44,0.58,0.88,12
2404,3,23,2022-05-02,0.98,0.45,0.44,24
2405,3,20,2025-02-06,0.32,0.79,0.34,21
2406,3,20,2021-12-21,0.86,0.86,0.53,0
2407,3,22,2023-02-11,0.49,0.77,0.32,12
2408,9,69,2021-04-11,0.78,0.18,0.65,55
2409,1,4,2020-08-26,0.67,0.44,0.66,61
2410,1,5,2021-01-04,0.32,0.37,0.79,10
2411,4,32,2023-03-12,0.53,0.93,0.76,23
2412,7,49,2021-12-16,0.65,0.11,0.76,18
2413,6,47,2023-10-07,0.29,0.21,0.88,18
2414,1,1,2021-06-24,0.75,0.5,0.44,34
2415,4,30,2022-10-21,0.32,0.27,0.91,31
2416,7,54,2025-05-26,0.64,0.21,0.39,15
2417,4,28,2025-01-22,0.27,0.55,0.58,5
2418,7,51,2022-11-10,0.65,0.34,0.63,10
2419,2,16,2022-09-21,0.97,0.6,0.62,2
2420,8,57,2022-05-18,0.49,0.84,0.48,1
2421,3,20,2025-01-17,0.79,0.1,0.51,39
2422,7,50,2023-07-17,0.53,0.53,0.82,1
2423,3,21,2022-09-25,0.92,0.2,0.54,1
2424,6,45,2020-08-06,0.97,0.71,0.51,98
2425,2,16,2021-09-18,0.21,0.53,0.63,9
2426,4,25,2024-08-19,0.72,0.39,0.62,67
2427,7,53,2022-05-26,0.22,0.14,0.84,163
2428,1,7,2021-12-12,0.4,0.52,0.57,2
2429,7,51,2021-06-14,0.2,0.93,0.85,7
2430,9,70,2022-12-21,0.57,0.61,0.8,0
2431,2,11,2020-07-12,0.32,0.34,0.83,0
2432,1,6,2025-05-06,0.77,0.56,0.56,0
2433,5,37,2023-01-15,0.4,0.47,0.52,4
2434,10,73,2020-01-09,0.81,0.28,0.41,7
2435,10,80,2022-10-19,0.9,0.34,0.93,2
2436,3,18,2023-11-25,0.73,0.82,0.66,3
2437,9,69,2020-11-11,0.5,0.68,0.32,2
2438,10,80,2021-02-16,0.4,0.34,0.38,37
2439,5,34,2024-11-19,0.45,0.77,0.37,6
2440,7,55,2020-10-27,0.29,0.74,0.72,57
2441,8,59,2025-06-14,0.37,0.58,0.38,40
2442,9,71,2025-01-22,0.33,0.8,0.94,14
2443,4,28,2021-12-21,0.26,0.95,0.82,10
2444,10,75,2025-06-27,0.96,0.92,0.82,5
2445,7,55,2021-08-16,0.91,0.51,0.58,6
2446,7,55,2024-07-05,0.66,0.9,0.66,50
2447,3,22,2021-03-03,0.77,0.81,0.6,30
2448,6,46,2024-12-16,0.27,0.3,0.38,30
2449,4,27,2020-08-05,0.53,0.81,0.9,14
2450,2,11,2023-10-22,0.75,0.52,0.58,0
2451,9,69,2020-04-22,0.5,0.4,0.6,24
2452,8,57,2024-11-19,0.63,0.68,0.81,6
2453,3,19,2024-10-29,0.34,0.73,0.59,5
2454,1,4,2020-07-02,0.98,0.81,0.6,0
2455,9,69,2021-08-06,0.8,0.5,0.85,36
2456,2,12,2021-07-12,0.57,0.11,0.66,9
2457,2,13,2020-06-14,0.36,0.95,0.93,67
2458,8,61,2020-10-10,0.65,0.37,0.86,14
2459,7,49,2025-06-25,0.62,0.68,0.93,93
2460,4,26,2023-05-18,0.66,0.77,0.56,29
2461,2,15,2025-07-11,0.41,0.6,0.42,55
2462,6,43,2021-11-07,0.61,0.8,0.76,4
2463,8,62,2025-06-12,0.24,0.45,0.36,18
2464,2,13,2021-11-30,0.6,0.71,0.48,45
2465,6,42,2020-12-29,0.6,0.8,0.57,13
2466,2,10,2025-08-15,0.48,0.47,0.66,20
2467,9,67,2025-05-08,0.58,0.38,0.33,7
2468,4,26,2020-04-03,0.54,0.34,0.61,34
2469,8,63,2025-01-15,0.48,0.17,0.9,18
2470,1,2,2024-09-23,0.37,0.53,0.66,8
2471,4,32,2020-03-06,0.93,0.2,0.39,13
2472,5,35,2024-06-22,0.94,0.29,0.9,68
2473,8,61,2025-07-01,0.91,0.25,0.94,28
2474,2,16,2024-09-18,0.37,0.44,0.92,42
2475,5,34,2021-01-11,0.77,0.77,0.46,81
2476,10,79,2023-09-24,0.69,0.77,0.85,11
2477,8,59,2023-11-06,0.6,0.83,0.69,12
2478,3,24,2022-09-09,0.31,0.43,0.61,43
2479,4,31,2022-03-16,0.44,0.68,0.79,3
2480,4,26,2021-08-07,0.78,0.33,0.65,7
2481,2,9,2020-12-01,0.79,0.94,0.38,41
2482,10,75,2023-02-17,0.72,0.94,0.67,93
2483,6,41,2021-03-30,0.37,0.57,0.94,79
2484,7,56,2023-09-05,0.85,0.16,0.79,50
2485,6,43,2020-05-09,0.54,0.37,0.33,16
2486,7,52,2020-06-20,0.61,0.52,0.67,52
2487,5,40,2024-05-04,0.34,0.63,0.37,26
2488,3,21,2025-10-02,0.41,0.13,0.42,29
2489,7,55,2025-05-18,0.41,0.9,0.34,41
2490,6,45,2023-03-15,0.42,0.36,0.84,47
2491,7,49,2024-02-27,0.49,0.9,0.65,23
2492,9,66,2023-07-01,0.41,0.7,0.85,12
2493,2,10,2023-01-18,0.41,0.75,0.88,27
2494,9,65,2023-09-27,0.94,0.29,0.32,65
2495,7,55,2021-11-06,0.48,0.83,0.63,8
2496,6,47,2022-11-18,0.3,0.85,0.32,35
2497,2,11,2021-05-01,0.3,0.57,0.59,26
2498,7,56,2022-02-20,0.44,0.16,0.36,22
2499,9,70,2021-05-25,0.36,0.29,0.93,10
2500,9,72,2020-08-13,0.53,0.46,0.74,11
2501,2,12,2025-06-10,0.67,0.95,0.32,26
2502,9,72,2025-02-17,0.9,0.35,0.62,19
2503,7,56,2020-05-10,0.89,0.62,0.48,3
2504,3,18,2025-02-13,0.94,0.13,0.56,11
2505,6,45,2022-10-21,0.35,0.65,0.36,49
2506,1,1,2023-01-24,0.43,0.31,0.45,6
2507,8,62,2025-08-18,0.9,0.36,0.66,40
2508,3,21,2024-07-19,0.81,0.25,0.49,1
2509,1,3,2023-02-10,0.25,0.2,0.79,15
2510,7,49,2023-06-23,0.56,0.74,0.47,0
2511,4,28,2025-05-05,0.34,0.37,0.36,24
2512,3,23,2024-03-16,0.28,0.23,0.53,7
2513,4,28,2024-02-26,0.27,0.17,0.48,33
2514,2,13,2024-03-18,0.58,0.88,0.83,64
2515,10,76,2023-02-26,0.66,0.64,0.8,13
2516,6,43,2020-07-03,0.73,0.69,0.93,2
2517,6,48,2020-11-20,0.86,0.59,0.49,0
2518,7,55,2024-08-18,0.89,0.39,0.38,20
2519,8,59,2023-09-10,0.55,0.49,0.33,8
2520,9,66,2020-04-02,0.94,0.38,0.52,3
2521,2,16,2020-12-07,0.52,0.68,0.43,8
2522,10,79,2024-03-23,0.58,0.8,0.76,41
2523,3,21,2022-06-25,0.23,0.46,0.72,2
2524,10,74,2025-07-01,0.55,0.11,0.85,4
2525,2,12,2020-03-22,0.29,0.18,0.8,54
2526,8,63,2023-05-24,0.35,0.53,0.42,20
2527,6,41,2025-03-21,0.39,0.62,0.78,36
2528,4,32,2020-09-10,0.63,0.63,0.84,32
2529,1,4,2021-01-15,0.87,0.23,0.87,7
2530,10,73,2023-01-03,0.31,0.59,0.71,40
2531,10,75,2020-07-03,0.54,0.19,0.47,6
2532,10,80,2024-10-21,0.31,0.67,0.91,64
2533,10,76,2022-05-17,0.33,0.8,0.37,45
2534,3,23,2021-09-02,0.41,0.14,0.73,17
2535,10,77,2025-05-28,0.62,0.18,0.32,44
2536,5,40,2020-03-31,0.28,0.56,0.31,3
2537,4,32,2022-09-23,0.96,0.65,0.76,4
2538,2,15,2021-02-05,0.7,0.56,0.46,19
2539,9,67,2025-03-22,0.3,0.11,0.69,13
2540,5,36,2021-11-25,0.82,0.85,0.72,11
2541,8,61,2024-06-12,0.81,0.3,0.61,7
2542,7,53,2022-07-12,0.76,0.48,0.56,24
2543,5,36,2023-12-20,0.92,0.66,0.69,111
2544,4,27,2020-06-22,0.24,0.32,0.4,66
2545,7,53,2025-07-20,0.22,0.17,0.54,29
2546,9,67,2020-06-12,0.47,0.36,0.43,1
2547,6,43,2024-09-25,0.92,0.4,0.34,1
2548,10,76,2023-02-16,0.84,0.4,0.88,68
2549,6,48,2020-04-27,0.69,0.8,0.4,10
2550,8,64,2025-01-05,0.23,0.73,0.7,80
2551,6,43,2020-04-20,0.73,0.27,0.35,5
2552,9,70,2020-07-03,0.23,0.59,0.87,40
2553,3,19,2021-04-27,0.44,0.46,0.88,13
2554,8,61,2023-02-20,0.51,0.56,0.36,22
2555,5,34,2022-05-01,0.3,0.16,0.49,10
2556,10,77,2020-07-09,0.76,0.9,0.88,12
2557,10,73,2022-11-20,0.79,0.88,0.86,56
2558,9,72,2025-08-09,0.6,0.4,0.32,100
2559,9,65,2020-03-06,0.41,0.57,0.64,2
2560,8,58,2022-01-10,0.66,0.83,0.62,23
2561,9,71,2022-01-03,0.28,0.65,0.48,38
2562,1,4,2023-09-07,0.46,0.35,0.84,10
2563,1,5,2021-05-14,0.85,0.79,0.84,92
2564,4,27,2025-01-06,0.91,0.1,0.6,1
2565,9,68,2025-01-01,0.72,0.91,0.44,3
2566,1,6,2023-02-13,0.64,0.51,0.65,13
2567,9,72,2023-06-11,0.38,0.86,0.59,88
2568,5,35,2021-06-20,0.41,0.41,0.68,3
2569,9,66,2023-04-02,0.81,0.94,0.75,2
2570,7,51,2022-07-08,0.69,0.4,0.61,36
2571,5,37,2020-02-13,0.54,0.19,0.46,25
2572,4,25,2021-09-19,0.82,0.66,0.4,0
2573,4,28,2023-07-21,0.35,0.62,0.59,34
2574,3,17,2023-02-10,0.21,0.9,0.87,14
2575,10,78,2022-08-22,0.81,0.13,0.63,17
2576,3,18,2021-09-05,0.86,0.87,0.65,7
2577,10,77,2025-09-23,0.25,0.83,0.82,80
2578,10,76,2024-10-03,0.51,0.1,0.45,2
2579,2,10,2025-05-15,0.67,0.77,0.95,34
2580,1,2,2023-01-10,0.29,0.17,0.83,1
2581,9,68,2022-12-27,0.24,0.81,0.38,10
2582,4,30,2023-05-31,0.63,0.75,0.31,7
2583,1,2,2025-06-19,0.65,0.53,0.85,4
2584,2,11,2025-06-03,0.96,0.1,0.66,13
2585,4,26,2025-09-10,0.26,0.65,0.81,54
2586,7,55,2021-10-25,0.88,0.35,0.51,28
2587,7,56,2023-02-10,0.7,0.52,0.57,70
2588,3,24,2020-04-20,0.66,0.23,0.73,0
2589,2,10,2022-07-27,0.61,0.67,0.73,65
2590,2,15,2025-05-05,0.88,0.49,0.37,48
2591,5,33,2024-09-05,0.71,0.75,0.69,30
2592,2,12,2021-01-07,0.49,0.82,0.48,3
2593,1,6,2022-11-17,0.5,0.89,0.86,33
2594,7,53,2021-10-31,0.75,0.58,0.84,44
2595,3,22,2023-06-19,0.56,0.2,0.59,15
2596,4,29,2021-06-23,0.75,0.27,0.44,43
2597,4,31,2023-05-04,0.43,0.77,0.74,6
2598,3,22,2021-09-11,0.24,0.77,0.5,55
2599,2,13,2024-11-11,0.5,0.75,0.94,30
2600,4,30,2024-09-28,0.87,0.73,0.55,20
2601,4,29,2022-03-14,0.61,0.27,0.53,53
2602,2,14,2024-07-28,0.33,0.65,0.37,95
2603,10,74,2020-05-23,0.22,0.19,0.5,10
2604,5,40,2024-12-29,0.28,0.3,0.4,28
2605,1,2,2022-12-29,0.83,0.21,0.56,19
2606,7,53,2023-10-16,0.69,0.36,0.56,5
2607,5,39,2021-04-28,0.42,0.49,0.6,105
2608,9,68,2020-08-11,0.95,0.85,0.36,55
2609,10,78,2020-03-01,0.97,0.39,0.89,21
2610,2,9,2024-10-28,0.4,0.21,0.39,9
2611,8,61,2022-03-21,0.3,0.69,0.59,6
2612,8,60,2024-08-11,0.33,0.85,0.33,39
2613,3,20,2022-07-10,0.69,0.54,0.33,3
2614,8,60,2022-05-21,0.61,0.15,0.74,15
2615,1,3,2023-02-07,0.61,0.34,0.41,23
2616,8,60,2025-03-17,0.74,0.87,0.66,6
2617,9,70,2023-11-04,0.52,0.25,0.44,2
2618,2,14,2022-01-07,0.42,0.63,0.68,10
2619,6,45,2023-08-15,0.81,0.89,0.37,5
2620,4,27,2021-11-16,0.39,0.26,0.83,23
2621,6,48,2022-07-26,0.25,0.18,0.76,0
2622,6,43,2020-11-05,0.38,0.13,0.81,17
2623,10,80,2020-09-11,0.65,0.28,0.7,10
2624,10,74,2024-07-13,0.77,0.5,0.32,0
2625,3,23,2025-09-27,0.31,0.64,0.44,21
2626,1,2,2025-02-22,0.25,0.9,0.64,34
2627,9,66,2024-06-22,0.96,0.75,0.46,42
2628,9,67,2023-12-18,0.76,0.49,0.39,40
2629,8,57,2023-09-02,0.91,0.37,0.34,24
2630,4,32,2020-06-21,0.98,0.89,0.47,43
2631,5,38,2023-04-10,0.51,0.46,0.79,56
2632,4,26,2023-03-27,0.92,0.69,0.79,51
2633,1,6,2022-09-26,0.5,0.33,0.63,11
2634,5,38,2021-05-16,0.93,0.52,0.78,25
2635,10,76,2022-05-08,0.84,0.92,0.8,7
2636,6,47,2022-02-01,0.2,0.88,0.65,11
2637,3,17,2021-09-07,0.56,0.85,0.79,0
2638,8,61,2020-04-30,0.69,0.16,0.87,20
2639,7,56,2020-07-13,0.48,0.66,0.59,73
2640,4,32,2025-08-12,0.45,0.45,0.71,31
2641,9,69,2025-08-01,0.25,0.42,0.73,39
2642,7,55,2022-10-13,0.87,0.22,0.39,0
2643,3,22,2024-03-30,0.49,0.42,0.42,10
2644,5,34,2020-01-28,0.76,0.29,0.54,141
2645,5,38,2025-04-18,0.83,0.66,0.53,1
2646,9,70,2023-08-16,0.44,0.55,0.62,74
2647,1,1,2021-12-19,0.83,0.3,0.53,64
2648,5,37,2023-11-11,0.95,0.84,0.51,7
2649,9,71,2024-11-01,0.54,0.77,0.57,44
2650,10,77,2024-02-10,0.87,0.47,0.38,18
2651,3,22,2022-10-23,0.68,0.32,0.65,4
2652,6,41,2022-05-07,0.43,0.89,0.36,21
2653,6,46,2024-02-13,0.97,0.52,0.9,19
2654,5,33,2023-04-13,0.24,0.25,0.82,136
2655,4,26,2021-07-26,0.6,0.89,0.64,23
2656,10,76,2020-06-03,0.76,0.88,0.75,2
2657,10,75,2024-03-23,0.65,0.16,0.46,88
2658,7,54,2020-11-18,0.31,0.14,0.86,15
2659,4,25,2021-03-18,0.28,0.92,0.61,88
2660,8,61,2020-08-03,0.56,0.66,0.58,36
2661,4,25,2024-12-25,0.52,0.84,0.63,48
2662,5,38,2021-07-13,0.51,0.72,0.66,19
2663,1,1,2023-11-03,0.73,0.21,0.81,17
2664,10,79,2020-02-04,0.55,0.83,0.65,24
2665,4,28,2022-05-20,0.44,0.87,0.49,5
2666,10,78,2022-12-11,0.21,0.69,0.46,0
2667,5,39,2022-09-03,0.3,0.82,0.87,34
2668,7,54,2020-03-05,0.76,0.22,0.61,9
2669,7,56,2023-10-13,0.51,0.42,0.44,5
2670,6,44,2023-05-08,0.89,0.11,0.69,3
2671,3,21,2020-10-09,0.97,0.69,0.47,99
2672,5,40,2020-04-16,0.34,0.7,0.87,22
2673,9,71,2023-10-12,0.42,0.91,0.65,2
2674,1,8,2021-01-06,0.25,0.66,0.66,9
2675,7,55,2025-03-24,0.97,0.68,0.36,14
2676,2,11,2025-05-08,0.93,0.35,0.44,5
2677,4,30,2020-09-12,0.95,0.41,0.49,0
